Id,SalePrice
1461,131264.78
1462,165451.61
1463,197229.11
1464,189852.31
1465,189814.7
1466,171136.92
1467,180162.1
1468,167390.7
1469,183659.1
1470,124678.195
1471,204616.48
1472,91092.234
1473,106249.33
1474,157734.22
1475,145404.48
1476,427701.94
1477,251337.75
1478,317575.62
1479,221531.47
1480,490060.0
1481,318411.62
1482,208387.8
1483,173977.5
1484,170049.95
1485,176461.23
1486,194498.27
1487,403307.25
1488,239855.14
1489,210486.8
1490,207745.67
1491,189713.47
1492,72201.97
1493,203429.88
1494,276077.56
1495,294901.66
1496,246196.88
1497,180031.97
1498,163552.89
1499,155915.4
1500,138921.36
1501,188534.2
1502,162350.78
1503,338193.5
1504,247051.78
1505,213149.03
1506,190771.27
1507,230789.22
1508,205452.53
1509,167252.98
1510,140898.66
1511,141789.67
1512,163656.28
1513,152481.86
1514,152098.11
1515,196208.42
1516,152454.95
1517,161480.55
1518,123533.555
1519,218499.3
1520,135535.77
1521,134979.69
1522,167651.9
1523,114180.68
1524,122560.375
1525,128595.07
1526,119067.195
1527,99138.27
1528,133776.9
1529,140276.42
1530,165377.03
1531,107361.4
1532,107748.164
1533,146558.3
1534,107727.805
1535,153178.84
1536,111336.836
1537,61472.156
1538,173981.23
1539,154438.94
1540,81927.93
1541,148395.84
1542,155586.66
1543,238871.31
1544,72531.59
1545,110691.89
1546,121150.17
1547,135589.5
1548,147035.39
1549,112507.03
1550,161085.0
1551,105304.87
1552,160676.52
1553,155221.48
1554,114357.24
1555,172850.17
1556,90053.71
1557,93861.91
1558,90846.125
1559,84465.59
1560,132844.1
1561,138698.7
1562,123655.73
1563,126498.445
1564,160186.45
1565,152858.78
1566,203224.77
1567,64588.957
1568,221705.33
1569,140930.92
1570,126652.34
1571,130981.516
1572,145822.36
1573,244337.98
1574,98710.5
1575,195241.84
1576,235366.06
1577,199938.28
1578,168657.69
1579,144193.75
1580,188835.23
1581,156190.42
1582,131694.03
1583,323630.0
1584,221648.89
1585,139430.81
1586,66454.195
1587,96067.945
1588,150387.2
1589,103725.875
1590,131216.67
1591,100510.9
1592,138014.03
1593,123101.69
1594,149368.94
1595,111540.64
1596,248073.19
1597,156305.33
1598,212392.67
1599,227682.05
1600,188613.14
1601,70664.06
1602,112457.75
1603,88424.33
1604,270039.8
1605,249507.02
1606,182428.47
1607,158085.38
1608,206469.08
1609,200834.84
1610,167801.92
1611,146755.86
1612,140684.89
1613,165085.86
1614,117801.016
1615,82036.01
1616,63557.754
1617,84921.24
1618,133292.94
1619,131370.58
1620,154686.36
1621,132467.52
1622,150321.5
1623,292301.06
1624,223774.66
1625,132562.64
1626,173343.9
1627,191910.83
1628,284739.2
1629,181742.31
1630,333157.34
1631,230803.08
1632,245643.77
1633,181036.39
1634,188629.34
1635,170654.42
1636,160965.19
1637,176038.48
1638,214174.5
1639,174765.03
1640,247785.12
1641,178837.88
1642,219563.02
1643,234662.66
1644,241447.3
1645,193548.55
1646,163816.53
1647,152000.88
1648,131613.12
1649,141255.52
1650,116200.586
1651,122488.664
1652,89032.336
1653,99828.33
1654,154885.42
1655,153319.1
1656,150711.1
1657,156196.31
1658,140738.4
1659,146965.33
1660,146700.9
1661,455564.53
1662,407935.72
1663,410717.62
1664,500420.75
1665,308859.78
1666,298797.22
1667,401280.12
1668,315386.2
1669,275266.53
1670,334621.78
1671,243659.98
1672,487368.16
1673,276500.22
1674,254262.88
1675,185523.38
1676,197153.84
1677,229398.2
1678,467536.12
1679,371640.97
1680,330992.03
1681,250550.72
1682,277892.78
1683,175032.73
1684,173314.86
1685,177962.77
1686,162922.77
1687,173147.66
1688,187053.23
1689,183959.23
1690,179916.23
1691,175940.33
1692,312062.88
1693,175953.3
1694,184163.8
1695,164497.02
1696,263244.0
1697,178035.44
1698,348952.56
1699,338239.9
1700,254590.14
1701,270068.94
1702,238394.05
1703,243202.83
1704,287352.22
1705,250889.45
1706,482525.62
1707,227408.94
1708,221420.81
1709,277284.62
1710,244045.34
1711,256618.45
1712,218306.27
1713,253957.88
1714,232265.56
1715,204404.48
1716,183036.1
1717,166855.83
1718,136206.28
1719,203794.39
1720,259352.48
1721,162303.08
1722,139675.28
1723,152156.8
1724,211943.14
1725,234028.56
1726,179994.3
1727,164050.62
1728,184011.6
1729,167612.5
1730,145277.94
1731,118427.58
1732,133847.66
1733,117780.65
1734,115342.12
1735,134025.69
1736,113321.4
1737,314314.4
1738,231667.83
1739,248594.45
1740,215215.25
1741,190361.16
1742,176373.94
1743,179543.22
1744,294372.78
1745,230108.67
1746,256491.75
1747,231830.16
1748,212661.78
1749,154136.06
1750,144531.27
1751,237822.05
1752,117458.375
1753,138168.38
1754,190223.48
1755,169267.86
1756,127042.055
1757,123277.945
1758,142465.38
1759,175071.14
1760,160479.27
1761,140502.33
1762,174736.28
1763,167283.92
1764,110383.39
1765,153131.95
1766,166174.52
1767,196725.12
1768,144727.56
1769,170255.86
1770,139102.22
1771,132538.11
1772,142423.97
1773,151071.06
1774,120004.3
1775,137070.14
1776,125565.27
1777,127712.53
1778,136208.47
1779,115334.1
1780,187357.25
1781,137623.11
1782,92612.49
1783,126670.15
1784,110817.37
1785,127339.32
1786,152742.55
1787,174286.14
1788,46031.09
1789,95919.58
1790,88606.625
1791,201233.66
1792,163776.05
1793,133370.86
1794,152240.8
1795,138862.39
1796,127789.01
1797,119992.04
1798,127043.695
1799,123482.51
1800,121292.42
1801,129090.22
1802,148050.3
1803,140315.06
1804,144441.67
1805,130374.586
1806,113072.06
1807,119258.71
1808,109597.3
1809,115721.63
1810,159505.03
1811,108656.18
1812,97473.625
1813,122320.055
1814,99489.375
1815,39646.016
1816,97766.08
1817,123115.92
1818,131545.83
1819,116190.164
1820,48309.023
1821,125853.516
1822,155283.58
1823,33724.625
1824,153866.67
1825,135278.12
1826,102051.62
1827,98486.01
1828,142246.78
1829,110408.49
1830,146961.73
1831,136820.72
1832,101015.086
1833,131938.2
1834,133606.69
1835,139231.39
1836,128484.58
1837,94018.02
1838,115471.5
1839,85369.836
1840,174205.55
1841,147872.27
1842,76384.414
1843,140971.73
1844,141931.7
1845,138061.66
1846,156906.84
1847,147693.69
1848,51595.215
1849,143730.92
1850,117064.88
1851,155632.27
1852,128745.84
1853,120818.5
1854,177034.19
1855,137390.28
1856,225388.4
1857,170943.6
1858,138883.08
1859,118905.28
1860,152708.22
1861,118905.984
1862,237274.27
1863,208759.92
1864,208759.92
1865,324565.0
1866,325858.78
1867,248007.52
1868,289141.44
1869,205931.67
1870,233544.1
1871,255163.67
1872,168139.05
1873,227831.9
1874,142889.97
1875,186626.9
1876,196613.33
1877,205457.89
1878,206174.9
1879,140552.9
1880,133927.33
1881,235919.72
1882,248911.61
1883,197986.92
1884,208708.58
1885,261834.48
1886,294063.34
1887,197393.12
1888,274255.88
1889,153719.81
1890,141139.31
1891,141940.94
1892,100959.1
1893,120069.67
1894,120766.21
1895,136928.45
1896,117836.21
1897,133785.23
1898,107365.07
1899,162422.4
1900,172727.08
1901,188556.44
1902,140166.33
1903,214815.72
1904,146063.31
1905,209648.95
1906,152025.88
1907,223751.44
1908,119425.695
1909,135268.4
1910,123619.91
1911,227454.38
1912,261661.78
1913,143044.19
1914,52888.64
1915,309317.84
1916,63117.035
1917,277046.88
1918,146198.06
1919,159410.0
1920,134879.48
1921,391330.03
1922,294768.2
1923,222810.36
1924,246498.23
1925,214930.25
1926,362850.6
1927,137878.06
1928,156828.83
1929,127516.695
1930,149698.11
1931,136237.25
1932,129668.48
1933,179637.47
1934,178479.08
1935,175805.61
1936,185294.83
1937,182608.19
1938,167448.95
1939,253578.6
1940,187589.28
1941,163658.77
1942,192113.81
1943,202008.56
1944,341897.22
1945,382268.3
1946,142849.34
1947,319447.25
1948,168457.84
1949,278207.97
1950,183986.78
1951,275732.16
1952,253603.06
1953,177267.9
1954,176027.94
1955,129733.88
1956,280627.6
1957,155965.47
1958,305105.84
1959,128070.586
1960,116809.23
1961,119597.125
1962,92180.664
1963,115211.53
1964,113295.53
1965,149294.4
1966,154704.27
1967,329687.5
1968,402706.44
1969,381648.44
1970,450477.06
1971,497546.44
1972,378806.5
1973,250248.97
1974,304099.1
1975,494008.9
1976,271301.72
1977,350988.0
1978,358298.78
1979,307649.3
1980,196271.83
1981,330825.2
1982,241197.86
1983,229007.6
1984,161129.8
1985,207292.44
1986,224482.47
1987,206422.9
1988,179233.45
1989,191748.38
1990,217040.5
1991,276617.75
1992,211387.6
1993,168480.8
1994,200828.81
1995,182060.31
1996,231039.98
1997,331640.2
1998,321900.47
1999,264711.5
2000,304686.16
2001,278682.0
2002,240655.27
2003,241018.67
2004,261481.67
2005,247731.05
2006,250356.69
2007,237218.69
2008,225192.88
2009,180221.84
2010,193398.9
2011,136579.36
2012,177339.03
2013,188013.17
2014,176866.4
2015,187572.7
2016,198319.89
2017,205768.11
2018,110912.086
2019,130479.82
2020,119507.516
2021,114784.4
2022,170139.72
2023,143429.36
2024,202896.89
2025,369109.47
2026,178226.08
2027,136285.48
2028,147929.95
2029,174993.66
2030,281327.12
2031,246166.31
2032,269447.5
2033,250600.56
2034,162751.83
2035,209742.52
2036,172039.08
2037,185052.77
